"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"OFS","OFS Capital Corporation","12.32","164285364.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ofs",
"OHAI","OHA Investment Corporation","1.1501","23200268.0392","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ohai",
"OVBC","Ohio Valley Banc Corp.","37.45","175725361.7","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ovbc",
"OHRP","Ohr Pharmaceuticals, Inc.","0.76","42720685.28","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ohrp",
"OKTA","Okta, Inc.","31.28","2989827231.36","n/a","2017","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/okta",
"ODFL","Old Dominion Freight Line, Inc.","123.01","10133064994.45","n/a","1991","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/odfl",
"OLBK","Old Line Bancshares, Inc.","28.98","361308671.64","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/olbk",
"ONB","Old National Bancorp","17.15","2607658306.05","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/onb",
"OPOF","Old Point Financial Corporation","27.96","140322236.88","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/opof",
"OSBC","Old Second Bancorp, Inc.","12.95","383670763.7","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/osbc",
"OSBCP","Old Second Bancorp, Inc.","10.51","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/osbcp",
"OLLI","Ollie&#39;s Bargain Outlet Holdings, Inc.","46.4","2849527889.6","n/a","2015","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/olli",
"ZEUS","Olympic Steel, Inc.","19.41","212957222.61","n/a","1994","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/zeus",
"OFLX","Omega Flex, Inc.","67.1","677161256.2","n/a","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/oflx",
"OMER","Omeros Corporation","19.18","920712308.6","n/a","2009","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/omer",
"OMNT","Ominto, Inc.","3.73","64463172.96","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/omnt",
"OMCL","Omnicell, Inc.","50.1","1900566646.2","n/a","2001","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/omcl",
"ON","ON Semiconductor Corporation","21.53","9132213242.5","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/on",
"OTIV","On Track Innovations Ltd","1.2055","49587492.679","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/otiv",
"ONS","Oncobiologics, Inc.","1.33","33160372.63","n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/ons",
"ONSIW","Oncobiologics, Inc.","0.055","0","n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/onsiw",
"ONSIZ","Oncobiologics, Inc.","0.04","0","n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/onsiz",
"OMED","OncoMed Pharmaceuticals, Inc.","5.1","193068027.6","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/omed",
"ONTX","Onconova Therapeutics, Inc.","1.76","17338046.88","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ontx",
"ONTXW","Onconova Therapeutics, Inc.","0.7","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ontxw",
"ONCS","OncoSec Medical Incorporated","2.12","72753581.24","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/oncs",
"OHGI","One Horizon Group, Inc.","1.19","33113546.9","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ohgi",
"OTEX","Open Text Corporation","33.02","8766213097.46","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/otex",
"OPGN","OpGen, Inc.","0.249","13663412.607","n/a","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/opgn",
"OPGNW","OpGen, Inc.","0.0358","0","n/a","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/opgnw",
"OPHT","Ophthotech Corporation","3.435","123792876.105","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/opht",
"OPNT","Opiant Pharmaceuticals, Inc.","34.45","70205241.6","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/opnt",
"OPK","Opko Health, Inc.","5.005","2799821729.705","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/opk",
"OBAS","Optibase Ltd.","8.5","44135068.5","n/a","1999","Finance","Real Estate","http://www.nasdaq.com/symbol/obas",
"OCC","Optical Cable Corporation","2.45","17968339.2","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/occ",
"OPHC","OptimumBank Holdings, Inc.","6.26","6907578.22","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ophc",
"OPTN","OptiNose, Inc.","20.02","733458185.46","n/a","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/optn",
"OPB","Opus Bank","25.9","929924244.9","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/opb",
"ORMP","Oramed Pharmaceuticals Inc.","9.56","127348396.72","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ormp",
"OSUR","OraSure Technologies, Inc.","16.38","993419547.12","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/osur",
"ORBC","ORBCOMM Inc.","10.24","760760473.6","n/a","2006","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/orbc",
"ORBK","Orbotech Ltd.","56.28","2701440000","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/orbk",
"ORLY","O&#39;Reilly Automotive, Inc.","216.26","18388089753.22","n/a","1993","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/orly",
"OREX","Orexigen Therapeutics, Inc.","1.66","27562359.46","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/orex",
"ONVO","Organovo Holdings, Inc.","1.52","162523826.4","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/onvo",
"SEED","Origin Agritech Limited","1.255","29426074.105","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/seed",
"OACQ","Origo Acquisition Corporation","10.65","31711770.15","n/a","2015","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/oacq",
"OACQR","Origo Acquisition Corporation","0.424","0","n/a","2015","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/oacqr",
"OACQU","Origo Acquisition Corporation","11.95","0","n/a","2014","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/oacqu",
"OACQW","Origo Acquisition Corporation","0.33","0","n/a","2015","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/oacqw",
"OESX","Orion Energy Systems, Inc.","0.9","26019061.2","n/a","2015","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/oesx",
"ORIT","Oritani Financial Corp.","16.75","775187738.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/orit",
"ORRF","Orrstown Financial Services Inc","25.3","211205310.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/orrf",
"OFIX","Orthofix International N.V.","53.33","972277042.22","n/a","1992","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ofix",
"KIDS","OrthoPediatrics Corp.","20.39","258912036.49","n/a","2017","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/kids",
"OSIS","OSI Systems, Inc.","88.68","1682122146","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/osis",
"OSPR","Osprey Energy Acquisition Corp.","9.6","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/ospr",
"OSPRU","Osprey Energy Acquisition Corp.","9.95","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/ospru",
"OSPRW","Osprey Energy Acquisition Corp.","0.78","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/osprw",
"OSN","Ossen Innovation Co., Ltd.","2.4403","4840422.9008","1983536","2010","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/osn",
"OTEL","Otelco Inc.","11.95","39992933.55","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/otel",
"OTIC","Otonomy, Inc.","5.25","159269874.75","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/otic",
"OTTW","Ottawa Bancorp, Inc.","14","48571628","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ottw",
"OTTR","Otter Tail Corporation","46.65","1845356955.15","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ottr",
"OVAS","OvaScience Inc.","1.38","49273896.36","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ovas",
"OSTK","Overstock.com, Inc.","63.949","1600216802.272","n/a","2002","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/ostk",
"OVID","Ovid Therapeutics Inc.","10.72","263747279.52","n/a","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ovid",
"OXBR","Oxbridge Re Holdings Limited","2.65","15194005.55","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/oxbr",
